merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_fc30547c05,307,entertainment,42.259,-71.804
M_ID_fc3067ec4b,889,consumer electronics,41.78,-72.652
M_ID_fc30be172e,278,restaurant/dining,41.731,-72.693
M_ID_fc3116c3c8,703,retail apparel,43.168,-71.522
M_ID_fc3201f5a8,529,health care services,42.614,-73.774
M_ID_fc32697f01,591,gym,41.678,-73.948
M_ID_fc32967107,307,entertainment,42.259,-71.816
M_ID_fc34358f8f,457,luxury goods,42.285,-71.801
M_ID_fc34a2272c,298,insurance,40.39,-80.018
M_ID_fc350871bf,130,luxury goods,41.444,-80.139
M_ID_fc3541da1f,278,restaurant/dining,41.584,-79.401
M_ID_fc3759fda4,623,financial services,43.196,-71.511
M_ID_fc38256478,705,groceries,41.698,-73.89
M_ID_fc3a4cab74,560,gas,40.438,-80.032
M_ID_fc3acea35a,560,gas,42.601,-73.764
M_ID_fc3b5454ce,367,carpentry,41.702,-73.877
M_ID_fc3b8ed198,472,financial services,46.592,-68.221
M_ID_fc3d7dab21,119,insurance,43.199,-71.55
M_ID_fc3e012fae,333,insurance,41.728,-73.94
M_ID_fc3fb817f4,667,beauty & personal care,42.27,-71.856
M_ID_fc41806ef4,705,groceries,42.614,-73.809
M_ID_fc432935b7,278,restaurant/dining,42.693,-73.744
M_ID_fc44462161,309,beauty & personal care,41.649,-73.923
M_ID_fc447e6f07,307,entertainment,42.242,-71.782
M_ID_fc453cf578,276,consumer electronics,42.284,-71.836
M_ID_fc469ea6fe,278,restaurant/dining,40.41,-79.964
M_ID_fc46c724a1,299,luxury goods,42.604,-73.724
M_ID_fc4766d439,222,flights,41.66,-73.944
M_ID_fc477d57e4,683,gas,41.805,-72.703
M_ID_fc478099ea,180,retail apparel,43.228,-71.507
M_ID_fc48d0fb7e,278,restaurant/dining,42.695,-73.772
M_ID_fc49fc4718,80,restaurant/dining,40.434,-79.974
M_ID_fc4a13cd0f,195,gas,41.98,-74.76
M_ID_fc4a1922ec,246,gym,40.467,-80.039
M_ID_fc4aa8a395,278,restaurant/dining,41.622,-74.71
M_ID_fc4b0769c1,560,gas,40.409,-79.981
M_ID_fc4c4fba05,557,retail apparel,42.22,-71.808
M_ID_fc4d03c4cd,755,internet,42.246,-71.794
M_ID_fc4ee9d903,443,beauty & personal care,43.157,-71.541
M_ID_fc500fe78c,779,consumer electronics,41.798,-72.711
M_ID_fc504c2d54,705,groceries,41.687,-73.899
M_ID_fc5086ff1f,443,retail apparel,40.449,-80.044
M_ID_fc53421a9a,206,retail apparel,41.664,-73.885
M_ID_fc556aceed,506,advertising services,41.743,-73.954
M_ID_fc56b116d0,529,health care services,41.711,-73.972
M_ID_fc5867ecac,126,consumer electronics,42.692,-73.782
M_ID_fc59055a86,580,internet,43.18,-71.523
M_ID_fc59b69dfc,298,insurance,41.765,-72.672
M_ID_fc59f8d55e,560,gas,42.641,-73.753
M_ID_fc5a735d88,307,entertainment,41.689,-73.898
M_ID_fc5a7e5782,45,hotel,42.609,-73.755
M_ID_fc5babb4f0,560,gas,42.634,-73.721
M_ID_fc5bb96974,383,news & journalism,40.438,-80.036
M_ID_fc5c1499c6,225,real estate services,43.234,-71.546
M_ID_fc5c6c8b12,278,restaurant/dining,42.601,-73.748
M_ID_fc5d7e3d3d,683,gas,42.261,-71.849
M_ID_fc5e07e393,299,luxury goods,40.425,-79.966
M_ID_fc5e557b00,130,luxury goods,40.484,-79.988
M_ID_fc5f4f7650,623,financial services,42.689,-73.723
M_ID_fc62342856,356,liquor,41.743,-73.914
M_ID_fc655064e5,248,internet,40.407,-80.05
M_ID_fc671197b8,195,gas,41.69,-73.918
M_ID_fc690ec92e,68,consumer electronics,42.609,-73.735
M_ID_fc69171c51,703,retail apparel,41.719,-72.64
M_ID_fc6931b857,278,restaurant/dining,41.67,-73.936
M_ID_fc6957577d,34,pharmaceuticals,41.713,-73.949
M_ID_fc6aa55b79,705,groceries,41.716,-73.949
M_ID_fc6c5977b4,401,luxury goods,42.631,-73.748
M_ID_fc6dda928d,299,luxury goods,40.459,-79.979
M_ID_fc6ed2fbc2,307,entertainment,42.632,-73.721
M_ID_fc714808b1,215,beauty & personal care,43.216,-71.57
M_ID_fc720a0623,560,gas,40.417,-80.017
M_ID_fc72ef3bea,87,consumer electronics,43.215,-71.551
M_ID_fc744779d1,580,internet,42.285,-71.813
M_ID_fc74617db5,222,consumer electronics,42.638,-73.721
M_ID_fc7544c8cb,108,gas,40.477,-79.961
M_ID_fc760b54a2,360,gas,40.433,-79.972
M_ID_fc77bfe987,80,restaurant/dining,41.741,-72.723
M_ID_fc799b4d88,580,internet,43.18,-71.563
M_ID_fc79cdd11f,683,gas,41.683,-73.965
M_ID_fc79d262fd,319,consumer electronics,40.411,-80.015
M_ID_fc7b79235c,834,consumer electronics,41.713,-72.637
M_ID_fc7c3f3c21,437,liquor,42.688,-73.712
M_ID_fc7ccf26f7,705,groceries,43.225,-71.56
M_ID_fc7d63c6c1,278,restaurant/dining,42.612,-73.717
M_ID_fc7d7969c3,401,luxury goods,42.217,-71.765
M_ID_fc805fb840,560,gas,43.21,-71.53
M_ID_fc80b6c681,278,restaurant/dining,42.913,-74.803
M_ID_fc8108ca92,783,entertainment,43.157,-71.544
M_ID_fc82437902,108,gas,43.244,-71.517
M_ID_fc82a20061,367,carpentry,40.389,-80.011
M_ID_fc83508a34,289,consumer electronics,42.223,-71.801
M_ID_fc83d44b84,278,restaurant/dining,41.727,-73.944
M_ID_fc8431b57e,222,beauty & personal care,42.226,-71.817
M_ID_fc84ad43be,276,consumer electronics,42.627,-73.785
M_ID_fc84c97885,422,consumer electronics,42.613,-73.716
M_ID_fc85378b38,119,insurance,42.224,-71.793
M_ID_fc85c9c9b7,457,luxury goods,40.419,-79.969
M_ID_fc86283d0a,307,entertainment,40.479,-79.983
M_ID_fc88680e2f,117,news & journalism,41.74,-73.892
M_ID_fc88e79e6e,683,gas,41.661,-73.887
M_ID_fc8a9a26cf,278,restaurant/dining,42.612,-73.808
M_ID_fc8ad2a373,179,internet,42.605,-73.754
M_ID_fc8be4a756,419,biotechnology,42.603,-73.809
M_ID_fc8f3a5f27,2,health care services,40.484,-80.005
M_ID_fc90981b4f,195,gas,41.715,-72.64
M_ID_fc90dd0d62,703,retail apparel,42.271,-71.837
M_ID_fc90fd68e4,307,entertainment,41.771,-72.72
M_ID_fc9264faac,703,retail apparel,41.719,-73.932
M_ID_fc933781b4,705,groceries,42.604,-73.751
M_ID_fc9584e080,108,gas,43.245,-71.534
M_ID_fc9599fed7,779,consumer electronics,42.697,-73.716
M_ID_fc95d30661,367,carpentry,42.6,-73.805
M_ID_fc95e7133d,119,insurance,43.251,-71.548
M_ID_fc95f82fa1,110,retail apparel,42.239,-71.821
M_ID_fc96791e96,818,semiconductors,40.395,-80.033
M_ID_fc99533bdc,130,luxury goods,42.296,-71.792
M_ID_fc9a3df22c,427,consumer electronics,41.699,-73.938
M_ID_fc9d07d7e9,769,retail apparel,40.388,-80.009
M_ID_fc9d870454,560,gas,43.224,-71.504
M_ID_fc9f039c38,401,luxury goods,42.672,-73.791
M_ID_fc9fe9fc26,401,luxury goods,43.193,-71.565
M_ID_fca1b82704,779,consumer electronics,41.78,-72.656
M_ID_fca3b45d26,557,retail apparel,41.713,-73.955
M_ID_fca3f4350d,703,retail apparel,43.204,-71.518
M_ID_fca67a4021,818,semiconductors,42.241,-71.834
M_ID_fca6f3e5c1,298,insurance,42.607,-73.754
M_ID_fca6fc5151,705,groceries,42.282,-71.843
M_ID_fca75fcc7c,333,insurance,42.624,-73.767
M_ID_fca81d09d0,298,insurance,42.665,-73.733
M_ID_fca94e5459,130,luxury goods,41.745,-72.683
M_ID_fca99772fe,705,groceries,41.759,-72.642
M_ID_fcac5040cb,497,consumer electronics,43.246,-71.567
M_ID_fcac8e7263,834,consumer electronics,42.256,-71.841
M_ID_fcaec203c6,705,groceries,41.732,-72.67
M_ID_fcaf221942,795,retail apparel,41.738,-73.962
M_ID_fcaf5b8bcd,80,restaurant/dining,43.198,-71.548
M_ID_fcb0dc6ca2,333,insurance,41.701,-73.947
M_ID_fcb15cd262,307,entertainment,42.269,-71.846
M_ID_fcb18b80f8,560,gas,41.726,-72.635
M_ID_fcb1fba74f,278,restaurant/dining,41.71,-73.964
M_ID_fcb1fe5fb8,369,consumer electronics,41.688,-73.914
M_ID_fcb3825175,683,gas,42.599,-73.739
M_ID_fcb3940abc,518,consumer electronics,40.471,-80.034
M_ID_fcb4152f43,307,entertainment,42.291,-71.842
M_ID_fcb561f79c,434,flights,41.779,-72.671
M_ID_fcb6149189,298,insurance,41.709,-73.957
M_ID_fcb80d2612,278,restaurant/dining,41.793,-72.661
M_ID_fcb9b5cb9d,690,biotechnology,42.213,-71.827
M_ID_fcba0d0a01,298,insurance,43.163,-71.52
M_ID_fcbca6b3b2,422,consumer electronics,42.609,-73.749
M_ID_fcbce38b20,80,restaurant/dining,42.284,-71.775
M_ID_fcbe8927e1,705,gas,41.707,-73.955
M_ID_fcbff5c785,417,consumer electronics,42.655,-73.72
M_ID_fcc225a3aa,298,insurance,40.461,-79.967
M_ID_fcc2dc8cf9,422,consumer electronics,41.741,-72.72
M_ID_fcc4618cf4,412,hotel,42.624,-73.731
M_ID_fcc5bb3ca0,278,restaurant/dining,43.216,-71.534
M_ID_fcc5dd8974,278,restaurant/dining,43.183,-71.494
M_ID_fcc5e0f22b,607,retail apparel,41.664,-73.936
M_ID_fcc618ac60,497,consumer electronics,40.478,-79.982
M_ID_fcc68f7aa2,87,consumer electronics,41.751,-72.637
M_ID_fcc6a89ecf,457,luxury goods,42.297,-71.814
M_ID_fcc8732aa3,705,groceries,40.327,-75.882
M_ID_fccb779283,401,luxury goods,40.481,-79.966
M_ID_fccbe50328,80,restaurant/dining,42.22,-71.823
M_ID_fccd60bcff,560,gas,41.661,-73.971
M_ID_fccfc16918,401,luxury goods,41.677,-73.877
M_ID_fcd1742e8d,889,consumer electronics,42.614,-73.76
M_ID_fcd18ff80b,195,gas,42.626,-73.721
M_ID_fcd47e1218,550,software,42.242,-71.834
M_ID_fcd6cfe215,40,beauty & personal care,41.688,-73.942
M_ID_fcd7f6abdf,34,pharmaceuticals,43.16,-71.545
M_ID_fcd7f7eafe,222,beauty & personal care,41.687,-73.957
M_ID_fcd895bc28,119,insurance,41.711,-72.687
M_ID_fcd9658f3d,401,luxury goods,40.424,-79.979
M_ID_fcda36375e,343,internet,41.721,-73.898
M_ID_fcda8d6406,769,flights,42.257,-71.848
M_ID_fcdd4f167f,755,internet,40.775,-73.218
M_ID_fcdda02721,307,entertainment,41.769,-72.72
M_ID_fcdf094829,307,entertainment,43.164,-71.551
M_ID_fcdfceeabe,560,gas,41.802,-72.725
M_ID_fce036b2a0,289,consumer electronics,41.794,-72.639
M_ID_fce10b14ee,309,beauty & personal care,42.225,-71.84
M_ID_fce2fe738f,454,magic cards,40.407,-80.019
M_ID_fce491944f,560,gas,41.768,-72.72
M_ID_fce684d71f,683,gas,41.717,-73.939
M_ID_fce787ceb4,783,entertainment,41.729,-73.926
M_ID_fceab12824,400,gym,41.687,-73.907
M_ID_fceae94f5e,703,retail apparel,43.199,-71.588
M_ID_fcedb213b2,705,groceries,42.286,-71.786
M_ID_fcefa5d7a9,130,luxury goods,41.676,-73.904
M_ID_fcf0556846,401,luxury goods,41.765,-72.674
M_ID_fcf0b82bcf,560,gas,41.72,-73.883
M_ID_fcf115b9f2,333,insurance,42.615,-73.73
M_ID_fcf144eb74,705,groceries,39.691,-74.141
M_ID_fcf2913cb5,506,advertising services,41.699,-73.962
M_ID_fcf2e9992a,307,entertainment,40.435,-79.988
M_ID_fcf2ea1ea9,695,gas,40.45,-79.996
M_ID_fcf2f29764,130,luxury goods,42.241,-71.758
M_ID_fcf4f57658,793,pharmaceuticals,42.703,-75.683
M_ID_fcf549b802,278,restaurant/dining,42.686,-73.773
M_ID_fcf68d811e,307,entertainment,40.393,-80.03
M_ID_fcf6e492ab,401,luxury goods,43.156,-71.529
M_ID_fcf8a6b027,307,entertainment,42.647,-73.777
M_ID_fcf8d587f3,818,semiconductors,41.702,-73.973
M_ID_fcf8e14dda,130,luxury goods,40.47,-80.032
M_ID_fcf9d15ee6,478,gym,42.246,-71.824
M_ID_fcfa23ea99,683,gas,41.777,-72.671
M_ID_fcfb631a57,457,luxury goods,42.244,-71.775
M_ID_fcfccdcca8,299,luxury goods,40.485,-79.992
M_ID_fcfcea7c1f,68,consumer electronics,40.457,-80.042
M_ID_fcfe4f932d,330,tobacco,40.438,-79.984
M_ID_fcffb547a0,705,groceries,42.696,-73.778
M_ID_fd009aec1f,195,gas,41.731,-72.648
M_ID_fd023fbeb9,416,internet,42.68,-73.754
M_ID_fd02f88ccf,195,gas,42.295,-71.832
M_ID_fd02f8d662,796,insurance,41.714,-72.64
M_ID_fd0353a29c,307,entertainment,42.625,-73.737
M_ID_fd03a02e12,108,gas,42.269,-71.771
M_ID_fd0529bdd8,506,advertising services,40.467,-79.955
M_ID_fd061f619f,80,restaurant/dining,42.666,-73.771
M_ID_fd064d2a58,298,insurance,42.638,-73.802
M_ID_fd09167e5e,695,gas,43.209,-71.511
M_ID_fd0c394335,489,carpentry,42.304,-71.815
M_ID_fd0c414f08,68,consumer electronics,41.732,-72.664
M_ID_fd0cfbf626,278,restaurant/dining,42.252,-71.854
M_ID_fd0ee5450a,779,consumer electronics,40.447,-79.961
M_ID_fd1127e19a,734,tobacco,41.764,-74.186
M_ID_fd1218c934,416,internet,41.67,-73.929
M_ID_fd12b29bd6,580,internet,42.609,-73.794
M_ID_fd13119b20,309,beauty & personal care,43.154,-71.499
M_ID_fd13d9e4df,278,restaurant/dining,42.296,-71.851
M_ID_fd13f935ed,68,consumer electronics,41.764,-72.632
M_ID_fd14e9d807,307,entertainment,41.784,-72.637
M_ID_fd1680bbe3,705,groceries,43.206,-71.507
M_ID_fd16ef9b9f,529,health care services,40.479,-80.031
M_ID_fd177a6857,198,insurance,41.706,-73.926
M_ID_fd1889d0c2,45,hotel,43.154,-71.572
M_ID_fd199f9954,434,flights,42.277,-71.767
M_ID_fd19cda404,108,gas,40.472,-79.991
M_ID_fd1f12c3f8,298,insurance,43.225,-71.546
M_ID_fd20fac38f,360,gas,43.222,-71.581
M_ID_fd2194f3f5,560,gas,42.672,-73.804
M_ID_fd22358e45,491,software,42.29,-71.767
M_ID_fd22832912,796,insurance,44.556,-68.605
M_ID_fd22b22321,836,adult industry,43.242,-71.553
M_ID_fd23493fa7,333,insurance,42.601,-73.749
M_ID_fd236bff42,278,restaurant/dining,42.6,-73.721
M_ID_fd23d1a3f5,796,insurance,43.17,-71.553
M_ID_fd243f633f,87,consumer electronics,42.674,-73.764
M_ID_fd2530d77a,796,insurance,43.232,-71.525
M_ID_fd2674bbd5,278,restaurant/dining,40.751,-77.72
M_ID_fd26c4654e,87,consumer electronics,42.652,-73.792
M_ID_fd28122460,80,restaurant/dining,44.278,-69.757
M_ID_fd28c455bc,80,restaurant/dining,41.806,-72.662
M_ID_fd297bbbeb,307,entertainment,40.401,-79.969
M_ID_fd2aa465ac,683,gas,40.447,-79.97
M_ID_fd2b9d0f7d,705,groceries,41.724,-72.709
M_ID_fd2c81d970,80,restaurant/dining,42.689,-73.775
M_ID_fd2d4ab4b0,497,consumer electronics,42.219,-71.776
M_ID_fd2f224d9a,419,biotechnology,41.738,-72.686
M_ID_fd300bd7f0,299,luxury goods,42.247,-71.852
M_ID_fd3253deff,580,internet,40.414,-79.985
M_ID_fd3280674b,278,restaurant/dining,42.292,-71.818
M_ID_fd32c09fd7,683,gas,40.448,-79.996
M_ID_fd32d1e046,560,gas,43.221,-71.51
M_ID_fd34b77078,367,carpentry,41.802,-72.654
M_ID_fd354ed503,307,entertainment,43.197,-71.566
M_ID_fd35a4983c,367,carpentry,41.713,-73.932
M_ID_fd37f5ad75,307,entertainment,42.656,-73.784
M_ID_fd388c5e8f,360,gas,43.236,-71.549
M_ID_fd3a94092e,489,carpentry,42.677,-73.765
M_ID_fd3b3748b3,683,gas,40.416,-80.015
M_ID_fd3bff76ab,222,beauty & personal care,41.799,-72.707
M_ID_fd3c6842b2,434,flights,42.642,-73.794
M_ID_fd3d31e75a,248,internet,42.692,-73.747
M_ID_fd3d9f1013,560,gas,41.695,-73.906
M_ID_fd3eab9548,68,consumer electronics,40.485,-79.999
M_ID_fd3ec07453,278,restaurant/dining,43.192,-71.537
M_ID_fd3f7ccffa,198,insurance,43.247,-71.526
M_ID_fd4060d3c2,769,flights,41.765,-72.697
M_ID_fd415b9d98,443,retail apparel,42.228,-71.8
M_ID_fd4198a315,705,groceries,42.68,-73.791
M_ID_fd42ddb05b,705,groceries,43.213,-71.535
M_ID_fd4401b500,401,luxury goods,41.755,-72.717
M_ID_fd454f7191,422,consumer electronics,42.211,-71.799
M_ID_fd470eeee4,544,retail apparel,41.712,-73.956
M_ID_fd47e22837,769,flights,41.684,-73.895
M_ID_fd48219ab5,884,consumer electronics,41.738,-72.707
M_ID_fd4de93809,307,entertainment,41.715,-73.903
M_ID_fd4eaa4c81,422,consumer electronics,41.719,-72.633
M_ID_fd4ec8e1ad,422,consumer electronics,41.719,-72.639
M_ID_fd4eddbbd4,457,luxury goods,41.736,-73.9
M_ID_fd5117fd47,307,entertainment,41.734,-73.971
M_ID_fd51303ba2,195,gas,42.626,-73.751
M_ID_fd5190ae3d,705,gas,41.687,-73.958
M_ID_fd52799704,607,retail apparel,41.79,-72.721
M_ID_fd535a46a4,195,gas,42.653,-73.712
M_ID_fd54874b35,80,restaurant/dining,40.162,-79.852
M_ID_fd55e5b8bd,367,carpentry,43.192,-71.591
M_ID_fd5669d146,367,carpentry,42.688,-73.723
M_ID_fd591d46a4,307,entertainment,43.191,-71.507
M_ID_fd595a2661,422,consumer electronics,40.472,-79.953
M_ID_fd5b36af78,755,internet,42.232,-71.849
M_ID_fd5f1c2656,557,retail apparel,41.789,-72.632
M_ID_fd5f62cb9f,130,luxury goods,41.766,-72.723
M_ID_fd606eb8b2,437,groceries,43.25,-71.58
M_ID_fd60da9cff,683,restaurant/dining,41.806,-72.675
M_ID_fd62104c84,195,gas,41.712,-73.965
M_ID_fd642bfb51,119,insurance,43.227,-71.511
M_ID_fd66ac463a,411,beauty & personal care,42.28,-71.768
M_ID_fd679c0f89,307,entertainment,42.654,-73.734
M_ID_fd67d10391,68,consumer electronics,41.65,-73.953
M_ID_fd685e1019,506,advertising services,42.261,-71.788
M_ID_fd687eede4,130,luxury goods,42.289,-71.77
M_ID_fd6c3b271e,683,gas,41.655,-73.939
M_ID_fd6c445fc3,367,carpentry,41.799,-72.715
M_ID_fd6d7eb4a4,560,gas,40.453,-80.049
M_ID_fd6db5fd2c,813,consumer electronics,41.737,-72.716
M_ID_fd6e78653b,416,internet,42.25,-71.853
M_ID_fd70161027,299,luxury goods,41.678,-73.883
M_ID_fd702ecb71,246,gym,40.434,-79.975
M_ID_fd70c06a0e,793,pharmaceuticals,42.214,-71.822
M_ID_fd73f2fc61,333,insurance,41.727,-72.692
M_ID_fd74c08705,307,entertainment,43.241,-71.584
M_ID_fd77c91b5b,68,consumer electronics,41.735,-73.974
M_ID_fd77c93e3e,367,carpentry,42.282,-71.822
M_ID_fd7888d39e,278,restaurant/dining,42.62,-73.748
M_ID_fd789c91a5,387,biotechnology,41.753,-72.709
M_ID_fd78e07e81,434,flights,40.409,-80.047
M_ID_fd7a0bba6f,130,luxury goods,42.641,-73.748
M_ID_fd7ce179cd,401,luxury goods,43.18,-71.497
M_ID_fd7d111bfe,319,consumer electronics,41.734,-72.635
M_ID_fd7f559769,417,consumer electronics,42.283,-71.822
M_ID_fd7fe2b218,683,gas,41.714,-72.712
M_ID_fd809c7b9b,80,restaurant/dining,40.468,-79.972
M_ID_fd84723c60,68,consumer electronics,45.173,-68.946
M_ID_fd864f02d7,834,consumer electronics,40.437,-79.994
M_ID_fd87796d9e,360,gas,41.721,-72.649
M_ID_fd88a5271a,690,biotechnology,42.265,-71.842
M_ID_fd8939a7df,401,luxury goods,43.173,-71.519
M_ID_fd8967b694,705,groceries,42.294,-71.812
M_ID_fd8994b270,360,gas,41.736,-73.946
M_ID_fd8b80e439,367,carpentry,41.78,-72.639
M_ID_fd8b84c0df,195,gas,42.219,-71.778
M_ID_fd8cbc1b7f,560,gas,42.645,-73.749
M_ID_fd8ecbd961,507,phone bill,41.666,-73.942
M_ID_fd8ee79d36,793,pharmaceuticals,40.406,-79.972
M_ID_fd911a7241,683,gas,43.25,-71.59
M_ID_fd911c36a5,705,groceries,42.639,-73.761
M_ID_fd913301c2,884,consumer electronics,41.795,-72.689
M_ID_fd91a2109c,299,luxury goods,41.742,-72.688
M_ID_fd91dc0b0d,80,restaurant/dining,42.662,-73.763
M_ID_fd92124b10,834,consumer electronics,42.263,-71.84
M_ID_fd92d9ea51,130,luxury goods,41.739,-73.89
M_ID_fd92e325df,683,gas,43.244,-71.536
M_ID_fd936d9f8a,422,consumer electronics,43.21,-71.544
M_ID_fd93a8f3a5,278,restaurant/dining,42.277,-71.78
M_ID_fd93ab47e5,278,restaurant/dining,41.692,-73.93
M_ID_fd93adfbd1,705,groceries,42.632,-73.741
M_ID_fd9540baa9,705,gas,41.713,-72.716
M_ID_fd95aebce8,705,groceries,43.171,-71.568
M_ID_fd95afaaee,417,consumer electronics,42.658,-73.746
M_ID_fd9632d89b,179,internet,42.293,-71.814
M_ID_fd966f68bf,307,entertainment,42.627,-73.801
M_ID_fd97332988,68,consumer electronics,40.415,-80.046
M_ID_fd97a4bb8b,529,retail apparel,41.768,-72.685
M_ID_fd98ec3def,248,internet,44.062,-73.739
M_ID_fd998c835b,401,luxury goods,42.287,-71.836
M_ID_fd9b92b608,705,groceries,41.704,-73.914
M_ID_fd9ccd1b44,130,luxury goods,42.302,-71.817
M_ID_fd9d35fff9,705,groceries,42.264,-71.781
M_ID_fd9db8f0c7,560,gas,40.431,-79.976
M_ID_fd9e4311f0,195,gas,40.452,-80.046
M_ID_fd9f56bce6,755,internet,42.234,-71.816
M_ID_fd9fe46133,80,restaurant/dining,41.729,-73.951
M_ID_fda02f2539,457,luxury goods,46.023,-68.725
M_ID_fda08245fb,560,gas,42.582,-74.956
M_ID_fda12eb5bc,119,insurance,41.686,-73.939
M_ID_fda18b81a3,195,gas,41.723,-72.673
M_ID_fda297335a,195,gas,42.255,-71.769
M_ID_fda367344c,307,entertainment,42.261,-71.769
M_ID_fda3e67bd4,705,groceries,42.638,-73.76
M_ID_fda4183395,298,insurance,41.766,-72.708
M_ID_fda53b3bc5,884,consumer electronics,43.212,-71.572
M_ID_fda7003c16,763,real estate investments,41.794,-72.646
M_ID_fda7c6b9b3,206,biotechnology,42.629,-73.792
M_ID_fda84ac2b0,506,advertising services,43.153,-71.505
M_ID_fda87d00d6,560,gas,43.199,-71.494
M_ID_fda89e4ede,45,hotel,38.549,-75.167
M_ID_fda8aaa891,457,luxury goods,41.68,-73.902
M_ID_fda96f7f5d,130,luxury goods,41.782,-72.663
M_ID_fda9a2c96b,661,internet,42.663,-73.797
M_ID_fda9b74d77,457,luxury goods,40.395,-80.018
M_ID_fda9d87e24,416,internet,43.206,-71.573
M_ID_fda9f2018e,560,gas,41.759,-72.65
M_ID_fdaa301fc4,705,restaurant/dining,40.469,-80.036
M_ID_fdaa583e4f,360,gas,40.443,-80.038
M_ID_fdaa5eca51,307,entertainment,42.672,-73.721
M_ID_fdaa62eccb,130,luxury goods,42.251,-71.766
M_ID_fdae40a986,401,luxury goods,42.276,-71.836
M_ID_fdb012ef3f,319,consumer electronics,41.751,-72.692
M_ID_fdb071cb87,87,consumer electronics,42.216,-71.851
M_ID_fdb0beeeea,222,beauty & personal care,45.113,-68.086
M_ID_fdb28732a1,560,gas,41.74,-72.658
M_ID_fdb29290c8,457,luxury goods,43.197,-71.537
M_ID_fdb32690f6,705,groceries,41.807,-72.71
M_ID_fdb332f02a,755,internet,43.153,-71.551
M_ID_fdb4541f21,573,tobacco,41.773,-72.65
M_ID_fdb5f7c43f,434,flights,42.628,-73.803
M_ID_fdb665c315,427,consumer electronics,42.65,-73.797
M_ID_fdb698daee,307,entertainment,42.685,-73.729
M_ID_fdb7b15bd7,683,gas,40.467,-80.021
M_ID_fdb9e40ac4,489,carpentry,42.267,-71.832
M_ID_fdba7b3d15,80,restaurant/dining,40.407,-79.976
M_ID_fdbaabbd71,68,consumer electronics,40.41,-80.011
M_ID_fdbb2d5912,705,groceries,43.177,-71.546
M_ID_fdbc63b392,80,restaurant/dining,41.698,-73.962
M_ID_fdbe52025f,278,restaurant/dining,41.81,-72.651
M_ID_fdbf940027,605,news & journalism,41.736,-73.96
M_ID_fdc01ad05b,818,semiconductors,41.759,-72.681
M_ID_fdc15eeab2,367,carpentry,42.27,-71.824
M_ID_fdc167a670,842,restaurant/dining,43.543,-73.316
M_ID_fdc1d639a4,298,insurance,40.473,-80.003
M_ID_fdc1e87470,108,groceries,42.616,-73.768
M_ID_fdc210d9c2,557,retail apparel,42.692,-73.717
M_ID_fdc35d6c95,705,groceries,42.289,-71.769
M_ID_fdc4fa1114,130,luxury goods,41.768,-72.71
M_ID_fdc552405f,68,consumer electronics,41.727,-72.708
M_ID_fdc6144613,340,real estate services,43.208,-71.521
M_ID_fdc6769599,497,consumer electronics,42.24,-71.82
M_ID_fdc723c1c5,557,retail apparel,41.662,-73.976
M_ID_fdc7dead9a,130,luxury goods,40.43,-80.02
M_ID_fdc890a9ac,178,retail apparel,42.269,-71.835
M_ID_fdc9d1f792,367,carpentry,43.204,-71.582
M_ID_fdca3848d1,695,gas,41.781,-72.666
M_ID_fdcb59e307,842,restaurant/dining,43.165,-71.507
M_ID_fdcceb02f1,299,luxury goods,40.464,-80.021
M_ID_fdcdc858e6,518,consumer electronics,43.244,-71.526
M_ID_fdcf0307a4,705,groceries,41.693,-73.944
M_ID_fdcf983050,705,groceries,43.23,-71.589
M_ID_fdd1989fdd,416,internet,42.65,-73.713
M_ID_fdd1b67ad4,409,retail apparel,41.652,-73.928
M_ID_fdd2bd5b36,884,consumer electronics,41.797,-72.706
M_ID_fdd389e069,796,insurance,42.668,-73.715
M_ID_fdd4a3bd48,796,insurance,43.207,-71.593
M_ID_fdd4ae4984,443,retail apparel,43.192,-71.553
M_ID_fdd4d29d6f,117,news & journalism,40.439,-79.971
M_ID_fdd5e06706,705,groceries,42.632,-73.786
M_ID_fdd6808ab4,367,carpentry,40.444,-79.971
M_ID_fdd6a694ff,222,beauty & personal care,46.245,-69.091
M_ID_fdda21e818,333,insurance,42.26,-71.781
M_ID_fdda8b395e,179,internet,43.184,-71.523
M_ID_fddc0e553d,80,restaurant/dining,42.306,-71.786
M_ID_fddc8b8180,457,luxury goods,44.392,-72.173
M_ID_fddd7b5698,108,gas,43.177,-71.574
M_ID_fdde7eb081,333,insurance,42.294,-71.811
M_ID_fddf7b4d8a,69,health care services,43.231,-71.502
M_ID_fde1387c2e,356,beauty & personal care,43.222,-71.502
M_ID_fde3725d79,705,groceries,41.685,-73.916
M_ID_fde3e990f8,705,gas,41.725,-73.961
M_ID_fde4ba8ec9,307,entertainment,41.702,-73.892
M_ID_fde59007e1,343,internet,41.72,-73.956
M_ID_fde5da98e4,45,hotel,43.22,-71.495
M_ID_fde6744c12,278,restaurant/dining,40.434,-79.96
M_ID_fde6fb61a4,796,insurance,42.664,-73.777
M_ID_fde710ae59,367,carpentry,40.53,-79.208
M_ID_fde77d96f6,126,consumer electronics,42.306,-71.847
M_ID_fde9cd5097,367,carpentry,42.239,-71.791
M_ID_fdead5bc17,278,restaurant/dining,40.476,-79.985
M_ID_fdeae0aefc,683,gas,42.282,-71.808
