internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_d622d72de2,2020-06,cash_back,40.521,-79.311,790,33
C_ID_d62999d4eb,2020-05,cash_back,43.205,-71.566,540,87
C_ID_d62cd97b77,2020-09,dining_entertainment,43.212,-71.551,752,33
C_ID_d631407d37,2021-08,cash_back,42.269,-71.771,749,40
C_ID_d639d601f2,2020-11,cash_back,41.761,-72.674,604,48
C_ID_d63df69e0b,2021-05,cash_back,43.196,-71.513,775,29
C_ID_d64861cd26,2021-06,travel,42.262,-71.776,747,51
C_ID_d656fe215a,2019-12,travel,40.416,-79.3,678,79
C_ID_d65a3bf581,2021-10,travel,41.662,-73.899,699,48
C_ID_d65ddc2c0b,2021-01,dining_entertainment,41.67,-73.934,793,38
C_ID_d663b3f800,2020-09,cash_back,42.218,-71.768,530,21
C_ID_d6690c1876,2021-01,travel,43.194,-71.561,537,28
C_ID_d66f8cacd0,2020-08,cash_back,42.273,-71.849,741,47
C_ID_d67199d86f,2021-10,cash_back,42.238,-71.805,742,41
C_ID_d6748fbf7e,2019-03,dining_entertainment,43.158,-71.586,331,66
C_ID_d67af757b8,2019-07,cash_back,43.465,-78.277,491,37
C_ID_d67d3db23b,2021-09,cash_back,41.81,-72.646,397,19
C_ID_d688c3e01e,2019-09,cash_back,40.455,-80.028,612,80
C_ID_d68f0bd75d,2021-07,cash_back,41.765,-72.634,616,45
C_ID_d6974e99c1,2021-07,cash_back,41.806,-72.694,538,72
C_ID_d69c00f20e,2020-12,cash_back,40.473,-79.998,397,33
C_ID_d6a1b17c3f,2020-12,cash_back,41.701,-73.949,309,28
C_ID_d6a61247ee,2020-10,dining_entertainment,42.604,-73.79,455,32
C_ID_d6a9811e21,2021-02,cash_back,41.125,-77.357,704,42
C_ID_d6ad694b10,2021-05,cash_back,42.615,-73.776,725,32
C_ID_d6b333d761,2021-03,cash_back,41.719,-72.672,735,76
C_ID_d6bf009c50,2020-10,travel,44.919,-67.308,627,38
C_ID_d6c07e0599,2021-09,cash_back,43.23,-71.494,360,25
C_ID_d6c4b35b80,2021-04,travel,42.688,-73.729,415,24
C_ID_d6cbbbb5d0,2020-04,travel,40.473,-79.953,306,63
C_ID_d6d278815f,2021-06,cash_back,42.223,-71.803,720,92
C_ID_d6d72b053a,2020-03,cash_back,42.613,-73.765,485,28
C_ID_d6df770cde,2021-02,cash_back,43.182,-71.59,697,38
C_ID_d6e5994952,2020-04,cash_back,40.476,-80.003,327,38
C_ID_d6f07240e3,2021-10,cash_back,42.215,-71.795,512,46
C_ID_d6f297c594,2021-01,travel,41.248,-77.217,434,62
C_ID_d6f676dbcb,2021-07,travel,41.719,-73.964,311,54
C_ID_d6f9a597ee,2020-05,cash_back,41.711,-72.662,576,69
C_ID_d6fdaa10c4,2020-07,dining_entertainment,42.296,-71.79,404,24
C_ID_d701a125fd,2021-10,dining_entertainment,40.409,-79.965,515,53
C_ID_d710a2dad7,2021-09,cash_back,43.249,-71.54,340,28
C_ID_d71332b21c,2020-11,travel,42.653,-73.799,620,93
C_ID_d71cc58fcb,2021-08,cash_back,46.03,-68.562,461,23
C_ID_d721eab303,2020-11,travel,41.687,-73.935,344,50
C_ID_d722b33737,2021-04,cash_back,42.653,-73.773,630,44
C_ID_d7273bfaf7,2020-06,cash_back,40.386,-79.971,336,63
C_ID_d72c320b09,2021-08,travel,42.273,-77.966,627,21
C_ID_d7357f9efe,2021-11,cash_back,43.208,-71.571,458,67
C_ID_d7394d1867,2020-07,cash_back,43.167,-71.586,531,20
C_ID_d73efb1ddd,2021-11,dining_entertainment,43.202,-71.592,380,31
C_ID_d746618bea,2020-09,cash_back,41.727,-73.886,645,35
C_ID_d74a81e2d1,2021-09,travel,41.696,-73.916,416,56
C_ID_d74e42f6b9,2021-05,cash_back,41.74,-73.888,689,29
C_ID_d756a53813,2021-08,cash_back,41.718,-73.904,320,81
C_ID_d75965e5f3,2021-04,cash_back,42.622,-73.778,546,53
C_ID_d761d2f329,2021-09,travel,42.665,-73.773,709,52
C_ID_d768569d43,2021-07,cash_back,41.777,-76.758,718,79
C_ID_d778384747,2021-11,cash_back,41.73,-73.91,714,36
C_ID_d77fca1c03,2021-02,cash_back,43.207,-71.574,317,53
C_ID_d784e45910,2021-11,travel,42.62,-73.738,495,74
C_ID_d78be710fa,2020-12,cash_back,41.791,-72.696,390,27
C_ID_d7921a03dc,2021-12,dining_entertainment,42.614,-73.738,301,77
C_ID_d79a342e09,2021-07,dining_entertainment,41.716,-73.918,749,37
C_ID_d7a31946d6,2020-10,cash_back,42.607,-73.79,617,27
C_ID_d7a964de57,2021-03,dining_entertainment,41.76,-72.661,591,30
C_ID_d7b1c3e45e,2019-11,cash_back,42.282,-71.827,614,20
C_ID_d7baa4a522,2020-10,cash_back,41.646,-73.968,760,18
C_ID_d7bd50a88a,2021-05,cash_back,40.433,-80.007,778,66
C_ID_d7c46180b4,2020-11,dining_entertainment,41.807,-72.644,559,45
C_ID_d7ccca1ef4,2021-11,travel,43.219,-71.53,492,58
C_ID_d7d5737b46,2021-05,dining_entertainment,41.695,-73.956,692,28
C_ID_d7de329957,2017-05,dining_entertainment,41.723,-72.723,498,63
C_ID_d7e3bb95b6,2020-02,travel,41.655,-73.888,592,41
C_ID_d7eeff8b52,2021-09,cash_back,43.154,-71.572,711,51
C_ID_d7f618c4fe,2021-03,travel,41.723,-72.638,418,25
C_ID_d7f931b693,2019-01,cash_back,42.664,-73.744,771,26
C_ID_d7fdb2074d,2021-07,cash_back,42.642,-73.719,831,29
C_ID_d80102e71a,2021-09,cash_back,41.664,-73.929,571,96
C_ID_d807b23787,2020-12,cash_back,42.282,-71.823,504,94
C_ID_d80e0f0496,2020-06,cash_back,41.658,-73.963,730,89
C_ID_d812837426,2018-10,cash_back,44.333,-74.328,574,31
C_ID_d8181ced29,2019-01,cash_back,40.412,-80.026,763,43
C_ID_d81dc5763f,2021-07,travel,40.431,-79.954,835,58
C_ID_d823ff2e55,2020-07,cash_back,41.692,-73.918,432,37
C_ID_d82c1c5fd8,2020-12,dining_entertainment,42.675,-73.77,795,65
C_ID_d83215c1d3,2020-10,cash_back,40.425,-80.004,587,34
C_ID_d8379e28b9,2020-09,dining_entertainment,43.209,-71.551,827,23
C_ID_d83bb1eb03,2021-12,travel,41.751,-72.655,316,52
C_ID_d841f257d7,2021-07,cash_back,40.437,-79.963,606,97
C_ID_d84a81218b,2021-06,cash_back,42.239,-71.791,846,26
C_ID_d850f75651,2020-12,cash_back,41.758,-72.637,320,22
C_ID_d853821f8e,2020-01,cash_back,41.731,-73.883,567,24
C_ID_d859dd1710,2021-12,cash_back,41.796,-72.724,713,50
C_ID_d85a6f88cc,2021-12,travel,41.674,-73.895,650,69
C_ID_d85df12a74,2021-06,cash_back,43.193,-71.513,824,61
C_ID_d865947436,2021-08,cash_back,43.19,-71.561,700,35
C_ID_d86a62ddaf,2021-04,dining_entertainment,42.281,-71.798,423,36
C_ID_d8701b1e6a,2020-05,cash_back,42.652,-73.755,739,43
C_ID_d8744ce5f8,2021-01,cash_back,41.768,-72.661,626,21
C_ID_d87e1ff1e1,2021-08,cash_back,40.478,-80.01,364,58
C_ID_d885da152d,2020-08,cash_back,42.278,-71.84,449,55
C_ID_d88bf030c6,2020-11,cash_back,43.598,-75.852,610,41
C_ID_d88ec3d5a7,2021-12,dining_entertainment,39.469,-74.487,658,32
C_ID_d891559168,2021-07,travel,42.219,-71.844,585,95
C_ID_d89cf523de,2021-04,cash_back,43.153,-71.555,325,32
C_ID_d8a2418cce,2020-05,dining_entertainment,42.306,-71.762,574,40
C_ID_d8a7adfbcc,2021-10,cash_back,43.158,-71.504,650,75
C_ID_d8acca4de8,2021-12,cash_back,43.189,-71.561,411,64
C_ID_d8b0237309,2021-10,travel,41.748,-72.719,694,30
C_ID_d8b5371bd6,2020-11,travel,43.786,-74.92,803,19
C_ID_d8bbbf424e,2020-11,cash_back,41.8,-72.705,693,70
C_ID_d8c0e6884c,2021-01,cash_back,43.18,-71.582,381,95
C_ID_d8c6de833b,2019-11,dining_entertainment,42.251,-71.785,649,28
C_ID_d8cd1286c4,2020-01,cash_back,41.686,-73.885,375,39
C_ID_d8d14f0a9d,2020-01,cash_back,42.259,-71.799,338,27
C_ID_d8d679fc36,2021-09,cash_back,40.481,-80.018,558,45
C_ID_d8dbac54c4,2021-11,cash_back,42.672,-73.77,658,50
C_ID_d8eb770b31,2021-07,cash_back,43.163,-71.565,726,43
C_ID_d8ef7fb310,2020-06,dining_entertainment,41.786,-72.652,420,32
C_ID_d8f13f6029,2021-10,travel,40.42,-79.954,342,24
C_ID_d8f3fda24f,2021-12,travel,43.231,-71.497,702,22
C_ID_d8f8021b61,2021-11,cash_back,41.716,-73.891,406,23
C_ID_d8f86d8502,2020-12,dining_entertainment,42.703,-74.335,558,48
C_ID_d8fb9b54de,2021-05,cash_back,41.69,-73.878,848,52
C_ID_d8feb4f4ce,2021-10,cash_back,42.293,-71.823,756,33
C_ID_d903a8170f,2021-02,cash_back,43.245,-71.561,777,59
C_ID_d90e512409,2020-08,cash_back,41.792,-72.712,373,27
C_ID_d912b25014,2020-09,travel,40.467,-80.037,593,55
C_ID_d91844086d,2021-07,dining_entertainment,40.479,-80.039,620,85
C_ID_d91d6c5039,2021-10,cash_back,43.168,-71.506,793,70
C_ID_d920c2294f,2020-08,dining_entertainment,41.769,-72.659,430,61
C_ID_d924290567,2021-02,cash_back,41.798,-72.697,584,19
C_ID_d92a9c7b91,2020-11,cash_back,41.722,-73.958,833,80
C_ID_d92bc76fb0,2020-11,cash_back,41.862,-70.58,305,33
C_ID_d931fb0a25,2021-10,dining_entertainment,41.675,-73.925,605,37
C_ID_d93a1a3c04,2021-12,travel,41.67,-73.945,797,53
C_ID_d93d933493,2020-12,cash_back,40.459,-79.979,724,69
C_ID_d943483571,2021-11,cash_back,41.786,-72.659,382,19
C_ID_d94acfcb74,2021-05,dining_entertainment,42.642,-73.789,431,33
C_ID_d95573a215,2020-04,cash_back,42.276,-71.8,670,96
C_ID_d9596844b5,2021-08,cash_back,41.742,-72.64,347,20
C_ID_d95cf0d08a,2021-06,travel,41.664,-73.93,657,19
C_ID_d963e6bf49,2021-08,travel,40.447,-80.025,363,25
C_ID_d97314ddb2,2019-07,cash_back,42.22,-71.832,671,62
C_ID_d976f3d079,2021-10,cash_back,42.656,-73.779,718,35
C_ID_d9894911b4,2021-05,cash_back,41.74,-73.896,544,26
C_ID_d98f7eca72,2021-10,cash_back,42.24,-71.776,477,18
C_ID_d9930d58b6,2021-08,cash_back,43.2,-71.572,708,19
C_ID_d9972a114f,2021-09,cash_back,41.806,-72.701,447,59
C_ID_d99e272f8d,2020-04,cash_back,42.678,-73.779,366,33
C_ID_d9a30189ab,2021-04,cash_back,40.475,-79.954,538,33
C_ID_d9abc13eaa,2021-02,cash_back,41.847,-72.539,433,66
C_ID_d9ad0be735,2020-05,cash_back,42.691,-73.75,710,39
C_ID_d9b2da8669,2021-03,cash_back,43.247,-71.532,433,33
C_ID_d9bf73978a,2020-07,cash_back,43.173,-71.517,541,19
C_ID_d9c16a738c,2021-08,cash_back,43.226,-71.543,432,18
C_ID_d9cbc39c93,2021-11,travel,41.707,-73.895,550,59
C_ID_d9d1bb02d2,2021-07,cash_back,41.781,-72.718,332,40
C_ID_d9d3704007,2021-11,cash_back,41.731,-72.644,475,42
C_ID_d9d9f8f356,2021-02,cash_back,40.397,-80.02,467,61
C_ID_d9e17a17be,2021-06,travel,41.714,-72.645,467,91
C_ID_d9e545be88,2021-03,cash_back,46.211,-68.335,616,65
C_ID_d9ee89294b,2020-11,cash_back,41.799,-72.723,482,52
C_ID_d9f1c270fc,2021-07,cash_back,40.431,-79.972,825,20
C_ID_d9f6258c02,2020-08,dining_entertainment,40.44,-79.977,619,27
C_ID_d9fc392b06,2021-11,travel,42.648,-73.804,311,21
C_ID_da031271be,2021-02,cash_back,40.441,-80.004,670,19
C_ID_da0546f11e,2020-10,travel,41.765,-72.679,801,57
C_ID_da098136a0,2021-10,cash_back,43.183,-71.588,612,94
C_ID_da0c016913,2020-06,dining_entertainment,43.192,-71.531,501,44
C_ID_da0ee09250,2021-05,dining_entertainment,41.659,-73.946,451,53
C_ID_da1cbe2a45,2020-05,cash_back,40.419,-80.012,407,70
C_ID_da262c95df,2020-10,dining_entertainment,41.763,-72.658,765,22
C_ID_da2ecae7c9,2019-12,dining_entertainment,41.729,-73.96,616,35
C_ID_da33fa9510,2020-03,travel,42.599,-73.768,556,29
C_ID_da3c99ce97,2021-02,cash_back,40.471,-80.049,765,86
C_ID_da3f8b61c3,2021-08,cash_back,40.435,-79.955,387,21
C_ID_da49566169,2021-10,cash_back,41.781,-72.657,514,27
C_ID_da4cb08a18,2020-08,cash_back,40.479,-80.003,348,34
C_ID_da50daacc5,2021-09,cash_back,42.299,-71.765,656,28
C_ID_da57c50374,2020-06,cash_back,43.201,-71.499,420,20
C_ID_da5ac1b62b,2021-02,travel,43.198,-71.57,377,22
C_ID_da5d849d35,2021-09,dining_entertainment,42.63,-73.714,660,67
C_ID_da669b2f16,2021-12,cash_back,43.194,-71.575,376,59
C_ID_da69d13a54,2021-10,dining_entertainment,43.236,-71.496,723,63
C_ID_da6f36abec,2021-11,cash_back,42.234,-71.836,364,32
C_ID_da72f22f78,2020-11,dining_entertainment,43.234,-71.572,360,20
C_ID_da78abdf3b,2021-03,cash_back,41.721,-72.652,530,21
C_ID_da7e2d7199,2021-11,dining_entertainment,40.467,-80.03,316,23
C_ID_da82287ece,2020-05,cash_back,42.305,-71.763,658,86
C_ID_da88377113,2021-09,cash_back,43.196,-71.537,344,25
C_ID_da8be72172,2021-05,travel,41.753,-72.722,584,59
C_ID_da9160c1a7,2021-09,cash_back,42.6,-73.722,342,72
C_ID_da99aa600c,2021-09,cash_back,42.668,-73.807,702,66
C_ID_daa0e21756,2021-04,cash_back,43.185,-71.551,757,48
C_ID_daa81ae525,2021-04,cash_back,41.645,-73.879,785,69
C_ID_daabb61125,2021-07,travel,40.395,-80.045,833,43
C_ID_daad7f6e1d,2021-05,cash_back,41.76,-72.724,629,57
C_ID_dab1df72f3,2020-06,cash_back,42.238,-71.845,816,39
C_ID_dab6f239ac,2020-11,cash_back,42.282,-71.853,422,50
C_ID_dabd3a1de5,2021-10,cash_back,43.199,-71.574,657,60
C_ID_dac1b48670,2021-10,cash_back,40.394,-80.027,354,22
C_ID_dac41a9f60,2021-11,cash_back,40.451,-79.99,439,36
C_ID_dac9f423fe,2021-12,cash_back,43.232,-71.564,736,32
C_ID_dad92555d2,2020-03,cash_back,41.706,-73.936,431,43
C_ID_dadd83956c,2020-06,cash_back,39.925,-74.264,376,20
C_ID_dae93c697d,2021-06,cash_back,41.716,-73.943,643,85
C_ID_daead38d9d,2021-06,dining_entertainment,42.664,-73.744,333,35
C_ID_daf08f3efd,2020-08,travel,41.727,-73.913,475,77
C_ID_daf3d4368a,2021-11,travel,41.793,-72.631,463,46
C_ID_dafef3d835,2020-10,cash_back,43.222,-71.519,671,67
C_ID_db02ebcfd4,2020-07,cash_back,41.729,-73.943,629,53
C_ID_db06a7f801,2021-03,travel,41.805,-72.7,638,55
C_ID_db0bae852f,2021-03,travel,42.62,-73.776,605,55
C_ID_db14488926,2021-04,cash_back,40.401,-80.015,658,49
C_ID_db1dfcfd33,2020-04,cash_back,41.746,-72.663,463,56
C_ID_db275d6fba,2021-01,dining_entertainment,41.753,-72.709,306,37
C_ID_db315ec481,2021-08,cash_back,40.392,-79.998,365,32
C_ID_db379a8eec,2021-08,travel,42.637,-73.714,617,55
C_ID_db423fc429,2021-11,dining_entertainment,43.232,-71.499,644,21
C_ID_db45c7feba,2021-09,dining_entertainment,42.665,-73.768,837,37
C_ID_db4e66d799,2021-06,cash_back,40.445,-79.964,799,25
C_ID_db50b0be16,2020-12,travel,40.449,-80.015,757,83
C_ID_db5909e64f,2021-04,dining_entertainment,41.66,-73.895,717,26
C_ID_db5e24b6b0,2021-01,cash_back,42.615,-73.77,770,70
C_ID_db6310ad95,2020-06,cash_back,43.245,-71.562,848,27
C_ID_db713895ad,2020-07,dining_entertainment,41.687,-73.954,833,18
C_ID_db75d3b140,2021-04,cash_back,40.408,-80.048,596,42
C_ID_db7abafb12,2017-10,cash_back,40.472,-79.959,654,31
C_ID_db81a1f03d,2021-12,cash_back,40.432,-80.036,707,46
C_ID_db86040b6e,2021-06,cash_back,42.61,-73.775,693,34
C_ID_db91bec5a4,2021-07,cash_back,41.756,-72.665,665,74
C_ID_db94d833c9,2021-05,cash_back,41.651,-73.92,788,46
C_ID_db9cf6b541,2021-07,cash_back,42.263,-71.856,710,23
C_ID_db9f89e866,2018-07,dining_entertainment,42.255,-71.77,592,24
C_ID_dba2e5ad12,2021-06,dining_entertainment,42.616,-73.729,611,79
C_ID_dba8fc12b5,2021-10,cash_back,40.417,-80.038,425,83
C_ID_dbad045b29,2019-12,cash_back,42.612,-73.751,664,85
C_ID_dbb1050880,2021-10,dining_entertainment,42.653,-73.811,713,31
C_ID_dbbc5c428d,2021-07,dining_entertainment,41.717,-73.92,412,23
C_ID_dbc2ab8c04,2021-12,dining_entertainment,40.402,-80.031,841,67
C_ID_dbc702723a,2021-12,cash_back,42.658,-73.766,362,43
C_ID_dbcabcfaa4,2021-08,cash_back,40.444,-79.958,682,31
C_ID_dbd61b5189,2021-01,cash_back,41.725,-72.632,519,24
C_ID_dbda05639e,2021-10,cash_back,43.241,-71.532,433,40
C_ID_dbdf07ac83,2021-07,cash_back,41.743,-72.727,449,35
C_ID_dbeb2b2780,2021-01,cash_back,41.723,-73.93,613,30
C_ID_dbf25323e7,2018-12,travel,42.257,-71.786,642,95
C_ID_dbf74c0f25,2021-09,cash_back,43.246,-71.552,772,93
C_ID_dbfd053ab5,2021-08,cash_back,41.66,-73.962,636,27
C_ID_dbfe6b965b,2020-09,cash_back,41.799,-72.675,306,21
C_ID_dc056ceeb2,2020-01,dining_entertainment,41.645,-73.938,329,38
C_ID_dc102485b2,2020-08,travel,42.3,-71.776,370,31
C_ID_dc14ca222f,2020-05,cash_back,40.485,-80.011,661,62
C_ID_dc21eaef99,2020-05,cash_back,40.465,-79.984,598,82
C_ID_dc2aa0dff5,2021-09,travel,41.731,-72.712,376,33
C_ID_dc3934821b,2021-01,dining_entertainment,41.792,-72.716,587,46
C_ID_dc40b7bae7,2021-09,dining_entertainment,41.743,-72.657,356,24
C_ID_dc45abb2db,2020-04,cash_back,43.205,-71.523,489,29
C_ID_dc47e33f4a,2021-04,cash_back,41.902,-76.19,548,19
C_ID_dc4be97bba,2021-10,cash_back,42.293,-71.791,382,94
C_ID_dc52586a80,2021-09,dining_entertainment,42.688,-73.759,641,20
C_ID_dc5ec97378,2021-06,dining_entertainment,41.795,-72.719,625,28
C_ID_dc635f258b,2020-11,cash_back,40.534,-76.922,419,88
C_ID_dc68d08245,2020-06,cash_back,41.808,-72.685,746,51
C_ID_dc6dbbac5a,2020-10,cash_back,42.647,-73.761,746,54
C_ID_dc72220773,2021-10,cash_back,42.685,-73.801,841,20
C_ID_dc7d78b4c2,2019-08,cash_back,42.296,-71.793,600,32
C_ID_dc7f973642,2021-12,dining_entertainment,41.715,-73.896,447,61
C_ID_dc871f00c4,2021-11,dining_entertainment,42.636,-73.764,556,29
C_ID_dc8af8b25c,2021-09,travel,42.294,-71.831,776,44
C_ID_dc91965e07,2021-11,travel,41.712,-72.635,318,51
C_ID_dc96b2be53,2021-12,cash_back,40.399,-80.051,481,47
C_ID_dc999642d4,2019-12,cash_back,40.444,-80.015,785,78
C_ID_dca366ad2b,2017-11,cash_back,40.484,-79.983,706,21
C_ID_dca9cbcd91,2021-11,travel,42.262,-71.8,362,19
C_ID_dcb4f15561,2021-12,cash_back,40.48,-80.051,645,47
C_ID_dcb8396c7b,2021-06,cash_back,40.395,-79.979,814,42
C_ID_dcbcfbab19,2020-01,cash_back,42.297,-71.758,412,36
C_ID_dcbf9d44c1,2020-05,cash_back,42.624,-73.763,355,21
C_ID_dcc10e1597,2020-08,cash_back,42.307,-71.828,659,77
C_ID_dcc55a4f1b,2021-11,dining_entertainment,43.231,-71.537,583,85
C_ID_dccdda7e1f,2020-10,cash_back,42.633,-73.745,793,54
C_ID_dcd1675d8a,2021-05,cash_back,40.44,-80.013,787,73
C_ID_dcd766853e,2020-11,cash_back,42.223,-71.793,432,91
C_ID_dcd9f36210,2021-10,dining_entertainment,43.23,-71.518,373,49
C_ID_dcdf88cb4d,2015-12,travel,42.627,-73.75,408,22
C_ID_dce7f10b94,2021-09,cash_back,42.598,-73.723,568,44
C_ID_dce9bb97bc,2021-01,travel,42.624,-73.75,691,64
C_ID_dced123b00,2021-09,cash_back,41.646,-73.886,793,46
C_ID_dcf4c67823,2021-12,cash_back,43.17,-71.581,586,28
C_ID_dcfb7486e5,2020-01,dining_entertainment,42.681,-73.722,336,37
C_ID_dd0337e49c,2020-07,cash_back,41.717,-72.629,562,85
C_ID_dd078273c5,2021-01,travel,41.74,-73.951,731,70
C_ID_dd0bc2e03a,2020-09,travel,42.67,-73.713,509,58
C_ID_dd11242357,2021-10,cash_back,40.396,-80.009,481,31
C_ID_dd162ef00b,2021-12,dining_entertainment,38.073,-75.501,558,89
C_ID_dd19440245,2021-05,dining_entertainment,41.727,-73.924,341,39
C_ID_dd1ce0a240,2021-11,travel,41.709,-73.901,377,43
C_ID_dd1f6bb387,2021-10,dining_entertainment,43.154,-71.562,757,42
C_ID_dd2484cfee,2021-01,cash_back,43.219,-71.536,427,23
C_ID_dd31e1663b,2021-05,travel,44.018,-69.875,306,47
C_ID_dd368795d7,2020-11,cash_back,40.45,-79.996,519,73
C_ID_dd3b33e6d1,2020-12,travel,42.66,-73.741,360,22
C_ID_dd3d8ce6b3,2021-09,cash_back,41.806,-72.633,691,96
C_ID_dd45177043,2021-08,cash_back,41.759,-72.676,374,82
C_ID_dd4b7b78f7,2020-05,cash_back,41.78,-72.63,654,66
C_ID_dd54c5d41e,2021-12,cash_back,43.228,-71.571,727,43
C_ID_dd587dbe0e,2021-01,dining_entertainment,43.199,-71.569,765,53
C_ID_dd61cab527,2021-04,travel,40.41,-80.012,761,21
C_ID_dd6471567d,2019-04,dining_entertainment,43.157,-71.525,649,18
C_ID_dd68a8bce7,2021-04,cash_back,42.303,-71.821,622,32
C_ID_dd6ef89139,2020-06,travel,42.662,-73.788,407,90
C_ID_dd72d271a4,2021-03,dining_entertainment,42.609,-73.724,688,82
C_ID_dd7ad61faf,2021-06,cash_back,42.602,-73.805,796,27
C_ID_dd7d31a924,2020-06,cash_back,43.361,-74.13,811,24
C_ID_dd85e82e30,2021-01,travel,41.711,-72.718,508,20
C_ID_dd8bbb5199,2020-10,cash_back,43.251,-71.584,311,32
C_ID_dd909e0817,2021-04,cash_back,40.419,-79.989,826,49
C_ID_dd95c06e89,2021-02,cash_back,43.426,-73.549,495,27
C_ID_dd9c409e60,2021-02,dining_entertainment,43.208,-71.574,811,50
C_ID_dda37ff48a,2021-01,cash_back,41.791,-72.649,733,36
C_ID_dda5f26a66,2018-12,cash_back,42.277,-71.839,718,91
C_ID_ddaa5d7c09,2021-07,cash_back,41.806,-72.7,775,41
C_ID_ddac519a0f,2020-10,cash_back,40.443,-79.989,678,25
C_ID_ddb5540f5c,2020-09,cash_back,43.21,-71.505,472,74
C_ID_ddbeed0b9e,2020-05,cash_back,42.253,-71.83,493,62
C_ID_ddcad3898a,2021-06,dining_entertainment,42.27,-71.828,575,19
C_ID_ddcd5ead62,2021-01,cash_back,40.46,-80.048,649,75
C_ID_ddd318d0c5,2021-08,cash_back,43.176,-71.505,527,96
C_ID_ddd90eb0af,2020-08,cash_back,43.825,-71.775,391,21
C_ID_dde25ace9d,2021-06,cash_back,41.77,-72.639,383,37
C_ID_ddeaf3a452,2021-09,travel,41.751,-72.642,828,63
C_ID_ddefd8adf1,2020-07,cash_back,42.627,-73.756,834,22
C_ID_ddf6f9d1db,2021-05,cash_back,42.686,-73.786,691,50
C_ID_ddfa6e9b9f,2021-05,cash_back,41.736,-72.654,839,32
C_ID_de0337580e,2021-01,cash_back,40.061,-79.105,576,22
C_ID_de07d73d62,2019-12,cash_back,42.299,-71.77,341,80
C_ID_de13c10895,2021-09,travel,41.732,-73.925,716,30
C_ID_de16f378c5,2021-11,dining_entertainment,42.275,-71.778,577,77
C_ID_de253165b2,2018-10,cash_back,42.665,-73.777,634,92
C_ID_de2a0ed8fd,2021-03,travel,42.304,-71.803,606,100
C_ID_de309e1771,2021-12,cash_back,40.455,-80.03,662,31
C_ID_de3b7e8546,2021-02,dining_entertainment,42.685,-73.799,592,40
C_ID_de467461f5,2020-06,travel,42.249,-71.849,513,64
C_ID_de51321359,2020-11,cash_back,44.163,-75.561,435,47
C_ID_de527742eb,2021-02,dining_entertainment,42.651,-73.746,640,22
C_ID_de5a74290e,2021-11,dining_entertainment,40.441,-80.004,380,26
C_ID_de603d6d8f,2020-08,dining_entertainment,41.716,-72.649,549,52
C_ID_de6508a468,2021-04,cash_back,42.258,-71.801,378,18
C_ID_de6e828886,2020-11,cash_back,43.194,-71.567,708,29
C_ID_de7436968c,2020-10,dining_entertainment,41.721,-72.689,398,91
C_ID_de7aae5ba8,2020-09,cash_back,42.21,-71.835,419,68
C_ID_de82324041,2021-09,cash_back,40.466,-79.96,803,35
C_ID_de85dc197c,2019-12,cash_back,41.76,-72.645,310,53
C_ID_de8a365321,2021-02,cash_back,41.671,-73.903,658,47
C_ID_de92de1eff,2020-12,cash_back,40.392,-80.035,400,68
C_ID_de954f79bc,2021-08,cash_back,41.722,-73.923,360,40
C_ID_dea256d369,2020-12,dining_entertainment,41.734,-72.656,605,86
C_ID_dea5ccd46f,2021-01,cash_back,41.745,-72.728,532,25
C_ID_deabbf713a,2021-12,cash_back,42.629,-73.763,710,73
C_ID_deb1bf3873,2021-05,cash_back,43.185,-71.528,455,50
C_ID_deb737edff,2020-11,cash_back,42.647,-73.794,568,91
C_ID_debbdd13e5,2021-06,cash_back,43.159,-71.513,404,31
C_ID_dec08f318d,2021-08,cash_back,42.265,-71.825,609,25
C_ID_dec61218ca,2020-02,cash_back,42.225,-71.787,800,88
C_ID_dec9dd68c0,2018-10,cash_back,43.235,-71.551,532,55
C_ID_ded6e77434,2021-12,cash_back,41.782,-72.657,373,32
C_ID_dedc691de8,2021-06,dining_entertainment,42.272,-71.81,830,22
C_ID_dee3bdc57b,2021-01,travel,43.211,-71.514,610,34
C_ID_deee046d28,2020-11,cash_back,41.801,-72.68,698,89
C_ID_deeea86ae3,2021-09,cash_back,42.684,-73.734,353,70
C_ID_def3a5bcfc,2020-07,cash_back,39.54,-74.328,468,40
C_ID_defaa4bd00,2020-05,dining_entertainment,41.705,-73.96,591,18
C_ID_deff931fa1,2021-07,cash_back,43.616,-78.468,588,44
C_ID_df0842505c,2020-06,travel,40.479,-80.027,331,19
C_ID_df0e1b1a6d,2021-10,cash_back,41.743,-72.665,340,30
C_ID_df145cd342,2020-07,travel,41.7,-73.95,409,52
C_ID_df207794de,2021-12,travel,42.291,-71.854,417,81
C_ID_df2f21b25c,2020-09,cash_back,42.672,-73.81,734,29
C_ID_df321ca028,2019-12,cash_back,42.606,-73.718,360,60
C_ID_df36580698,2019-12,travel,42.226,-71.807,714,90
C_ID_df3af8dffc,2021-09,cash_back,40.475,-80.034,434,93
C_ID_df4150d437,2021-02,cash_back,41.964,-73.505,534,33
C_ID_df4898bf0d,2020-08,cash_back,42.692,-73.731,789,56
C_ID_df50a8050e,2020-12,cash_back,42.304,-71.804,805,25
C_ID_df573141a7,2021-03,cash_back,41.806,-72.642,542,27
C_ID_df5c5f61de,2021-02,cash_back,42.655,-73.789,472,53
